"trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","ID","age","dob","marital","natlang","olang","gender","ethnicity","mental_check","educ_l","educ_c","mental","mentdrug","mentpos","sesparent","sesstudent","sesladder","educ_hs","educ_ce","s1self","chosenbody","s1selfjudge","s2selfjudge","s2self","sspc_01","sspc_02","pas_01","pas_02","pas_03","pas_04","pas_05","pas_06","pas_07","pas_08","pas_09","pas_10","pas_11","pas_12","pas_13","pas_14","contact_01","contact_02","contact_03","contact_04","contact_05","contact_06","contact_07","contact_08","contact_09","idnd_01","idnd_02","idnd_03","idnd_04","idnd_05","idnd_06","idnd_07","idnd_08","catch_01","adig_01","adig_02","adig_03","plcs_01","plcs_02","plcs_03","plcs_04","plcs_05","plcs_06","plcs_07","plcs_08","plcs_09","plcs_10","plcs_11","plcs_12","catch_02","wwwp_01","wwwp_02","wwwp_03","wwwp_04","wwwp_05","wwwp_06","wwwp_07","wwwp_08","wwwp_09","lsns_fam_1","lsns_fam_2","lsns_fam_3","lsns_fri_1","lsns_fri_2","lsns_fri_3","debrief","rt","url","success","view_history","responses","question_order","final_value","start_value","stimulus","key_press","trial","block","freq"
"pavlovia","0","6","0.0-0.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","","","","","","","","","","","","",""
"external-html","1","56542","0.0-1.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","56338.30000000447","sub/html/consent.html","","","","","","","","","","",""
"fullscreen","2","59871","0.0-2.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","","","true","","","","","","","","","",""
"instructions","3","68739","0.0-3.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","8867.39999999851","","","[{""page_index"":0,""viewing_time"":4363.79999999702},{""page_index"":1,""viewing_time"":4501.80000000447}]","","","","","","","","",""
"survey-text","4","113758","0.0-4.0-0.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","45010.70000000298","","","","{""ID"":""60ff50bd87fb9ec9442e396a"",""age"":""21"",""dob"":""08/2000"",""marital"":""Single"",""natlang"":""Hindi"",""olang"":""English""}","","","","","","","",""
"survey-multi-choice","5","237086","0.0-4.0-1.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","123327.10000000149","","","","{""gender"":""Female"",""ethnicity"":""Asian"",""mental_check"":""No"",""educ_l"":""Undergraduate degree"",""educ_c"":""No, currently not in school""}","[0,1,2,3,4]","","","","","","",""
"survey-text","6","265847","0.0-4.0-2.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","28754.19999999553","","","","{""mental"":""N/A"",""mentdrug"":""N/A"",""mentpos"":""N/A""}","","","","","","","",""
"survey-likert","7","354498","0.0-4.0-3.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","88648.89999999851","","","","{""sesparent"":5,""sesstudent"":4,""sesladder"":4}","[0,1,2]","","","","","","",""
"survey-likert","8","424943","0.0-4.0-4.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","70442.60000000149","","","","{""educ_hs"":1,""educ_ce"":3}","[0,1]","","","","","","",""
"reconstruction","9","428373","0.0-5.0","wj1onw8mhp7x88q","1","60ff50bd87fb9ec9442e396a","21","08/2000","Single","Hindi","English","Female","Asian","No","Undergraduate degree","No, currently not in school","N/A","N/A","N/A","5","4","4","2","3","0.5","stim/N000.jpg","65","65","0.5","3","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","agree","3425","","","","","","0.5","0.5","","","","",""
