"trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","ID","age","dob","marital","natlang","olang","gender","ethnicity","mental_check","educ_l","educ_c","mental","mentdrug","mentpos","sesparent","sesstudent","sesladder","educ_hs","educ_ce","s1self","chosenbody","s1selfjudge","s2selfjudge","s2self","sspc_01","sspc_02","pas_01","pas_02","pas_03","pas_04","pas_05","pas_06","pas_07","pas_08","pas_09","pas_10","pas_11","pas_12","pas_13","pas_14","contact_01","contact_02","contact_03","contact_04","contact_05","contact_06","contact_07","contact_08","contact_09","idnd_01","idnd_02","idnd_03","idnd_04","idnd_05","idnd_06","idnd_07","idnd_08","catch_01","adig_01","adig_02","adig_03","plcs_01","plcs_02","plcs_03","plcs_04","plcs_05","plcs_06","plcs_07","plcs_08","plcs_09","plcs_10","plcs_11","plcs_12","catch_02","wwwp_01","wwwp_02","wwwp_03","wwwp_04","wwwp_05","wwwp_06","wwwp_07","wwwp_08","wwwp_09","lsns_fam_1","lsns_fam_2","lsns_fam_3","lsns_fri_1","lsns_fri_2","lsns_fri_3","debrief","rt","url","success","view_history","responses","question_order","final_value","start_value","stimulus","key_press","trial","block","freq"
"pavlovia","0","4","0.0-0.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","","","","","","","","","","","","",""
"external-html","1","6932","0.0-1.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","6781.199999928474","sub/html/consent.html","","","","","","","","","","",""
"fullscreen","2","237361","0.0-2.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","","","true","","","","","","","","","",""
"instructions","3","250496","0.0-3.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","13134.600000023842","","","[{""page_index"":0,""viewing_time"":4770.700000047684},{""page_index"":1,""viewing_time"":8363.100000023842}]","","","","","","","","",""
"survey-text","4","296965","0.0-4.0-0.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","46446.799999952316","","","","{""ID"":""6110b60fcd15f143b1ec157e"",""age"":""21"",""dob"":""07/2000"",""marital"":""Single"",""natlang"":""English"",""olang"":""French""}","","","","","","","",""
"survey-multi-choice","5","318726","0.0-4.0-1.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","21758.799999952316","","","","{""gender"":""Female"",""ethnicity"":""White or Caucasian"",""mental_check"":""No"",""educ_l"":""High School"",""educ_c"":""Yes, Undergraduate studies""}","[0,1,2,3,4]","","","","","","",""
"survey-text","6","334963","0.0-4.0-2.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","16227.199999928474","","","","{""mental"":""N/A"",""mentdrug"":""N/A"",""mentpos"":""N/A""}","","","","","","","",""
"survey-likert","7","378466","0.0-4.0-3.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","43500.200000047684","","","","{""sesparent"":5,""sesstudent"":2,""sesladder"":4}","[0,1,2]","","","","","","",""
"survey-likert","8","399180","0.0-4.0-4.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","20707.800000071526","","","","{""educ_hs"":3,""educ_ce"":13}","[0,1]","","","","","","",""
"reconstruction","9","433285","0.0-5.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","34099.59999990463","","","","","","0.883333338","0.5","","","","",""
"image-keyboard-response","10","445101","0.0-6.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","11811","","","","","","","","stim/H230.jpg","76","","",""
"instructions","11","511313","0.0-7.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","66212","","","[{""page_index"":0,""viewing_time"":2534.1999999284744},{""page_index"":1,""viewing_time"":19258.399999976158},{""page_index"":2,""viewing_time"":10339.900000095367},{""page_index"":3,""viewing_time"":6504.199999928474},{""page_index"":4,""viewing_time"":7858.100000023842},{""page_index"":5,""viewing_time"":14209.5},{""page_index"":6,""viewing_time"":5507.299999952316}]","","","","","","","","",""
"image-keyboard-response","12","511827","0.0-8.0-0.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","null","","","","","","","","stim/H020.jpg","null","","",""
"html-keyboard-response","13","515830","0.0-8.0-1.0","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","4001","","","","","","","","<div style=""font-size:60px;"">?</div>","76","1","Practice","0.5"
"image-keyboard-response","14","516856","0.0-8.0-0.1","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","null","","","","","","","","stim/T260.jpg","null","","",""
"html-keyboard-response","15","517288","0.0-8.0-1.1","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","431.60000002384186","","","","","","","","<div style=""font-size:60px;"">?</div>","65","2","Practice","0.5"
"image-keyboard-response","16","518293","0.0-8.0-0.2","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","null","","","","","","","","stim/H300.jpg","null","","",""
"html-keyboard-response","17","518457","0.0-8.0-1.2","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","162.19999992847443","","","","","","","","<div style=""font-size:60px;"">?</div>","76","3","Practice","0.5"
"image-keyboard-response","18","519477","0.0-8.0-0.3","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","null","","","","","","","","stim/T230.jpg","null","","",""
"html-keyboard-response","19","519701","0.0-8.0-1.3","3eshmejk9mt51go","1","6110b60fcd15f143b1ec157e","21","07/2000","Single","English","French","Female","White or Caucasian","No","High School","Yes, Undergraduate studies","N/A","N/A","N/A","5","2","4","2","3","0.883333338","stim/H230.jpg","76","76","0.766666676","2","2","3","","4","0","2","3","1","0","4","4","0","1","0","0","6","6","0","6","6","0","6","2","5","6","0","6","6","6","0","5","6","5","3","2","1","0","0","2","1","3","0","5","5","4","5","5","6","1","6","6","6","5","5","6","6","6","5","3","5","3","2","2","2","agree","222.79999995231628","","","","","","","","<div style=""font-size:60px;"">?</div>","65","4","Practice","0.5"
